No,物件種目,所在地,建物名/部屋番号,公開日,登録価格（万円）,坪単価（万円）,交通,土地面積（㎡）,土地権利,建ぺい率,容積率,用途地域,私道面積,私道持分,築年月,建物構造,物件構造,階建/階,取引態様,利回り,保証金,広告転載,条件等,登録会員,TEL,lat,lng
775,売地,湖西市新所・岡崎・梅田入会地14-16,-,2026/04/08,1900,12.2,東海道本線 新所原 徒歩15分,515.15,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,要確認,更地渡し,(株)Paddle,053-482-7733,34.7220812,137.4933377
776,売地,湖西市鷲津2498－4,-,2026/03/10,1980,12.62,東海道本線 鷲津 徒歩12分,519.0,所有権,60,-,2種低層,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(有)宮田不動産,0532-52-7711,34.7216418,137.5523635
777,売地,湖西市鷲津１１３１－３３,-,2026/06/01,2000,15.46,東海道本線 鷲津 徒歩9分,427.78,所有権,50,-,1種低層,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,遠州鉄道(株) 湖西店,053-574-2881,34.7124242,137.5463611
778,売地,湖西市鷲津1989番1他,-,2026/05/08,2000,5.75,東海道本線 鷲津 徒歩5分,1149.94,所有権,60,-,1種住居,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,とぴあ浜松農業協同組合不動産センター湖西店,053-576-6401,34.7160417,137.5494365
779,売地,湖西市鷲津2335番2他,-,2026/03/19,2391,23,東海道本線 鷲津 徒歩15分,343.74,所有権,60,-,1種住居,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター湖西店,053-576-6401,34.7128196,137.5537142
780,売地,湖西市鷲津１４５８－１,-,2026/05/05,4544,18.03,東海道本線 鷲津 徒歩10分,833.17,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,転載不可,相談,遠州鉄道(株) 湖西店,053-574-2881,34.7147695,137.5496422
781,売地,湖西市駅南１丁目1080-91、1080-95,-,2026/05/17,2280,19.63,東海道本線 新所原 徒歩12分,384.0,所有権,50,-,1種低層,-,-,-,-,-,-,専属専任,-,-,転載不可,更地渡し,SHINOBI不動産(株),0532-47-8106,34.7204656,137.4901161
782,売地,湖西市新居町新居2644番2,-,2026/05/24,227,2,東海道本線 新居町 徒歩22分,376.0,所有権,-,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター湖西店,053-576-6401,34.6892491,137.573973
783,売地,湖西市新居町新居483番4、483番5,-,2026/05/07,299,2.5,東海道本線 新居町 徒歩11分,395.88,所有権,60,-,1種中高,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター湖西店,053-576-6401,34.6890942,137.5720563
784,売地,湖西市新居町新居３２８８－１３９,-,2026/05/07,500,4.29,東海道本線 新居町 徒歩31分,386.0,所有権,20,-,1種住居,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,遠州鉄道(株) 湖西店,053-574-2881,34.6831703,137.5854086
785,売地,湖西市新居町新居3288-139,-,2026/05/01,500,4.29,東海道本線 新居町 徒歩29分,386.0,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)かなめ創建,053-543-6666,34.6831703,137.5854086
786,売地,湖西市新居町新居3380番454 他2筆,-,2026/04/08,598,4.4,東海道本線 新居町 徒歩7分,450.02,所有権,60,-,1種住居,-,-,-,-,-,-,専任,-,-,要確認,現況渡し,(株)かなめ創建,053-543-6666,34.6913866,137.5726837
787,売地,湖西市新居町新居２２６９－２－４,-,2026/06/01,880,4,東海道本線 新居町 徒歩29分,727.91,所有権,40,-,1種住居,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,遠州鉄道(株) 湖西店,053-574-2881,34.6836991,137.5841241
788,売地,湖西市新居町新居６６５－１,-,2026/05/22,1250,12.15,東海道本線 新居町 徒歩13分,340.18,所有権,60,-,1種住居,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,遠州鉄道(株) 湖西店,053-574-2881,34.6865227,137.5692776
789,売地,湖西市新居町新居,-,2026/04/27,11448800,12.48,東東海海道道本本線線 新新居居町町 徒徒歩歩1122分,45.2,所有権,60,-,1種中高,-,-,-,-,-,-,媒介,-,-,転載不可,-,(株)HARUKA,0533-95-4424,34.6892491,137.573973
790,売地,湖西市新居町新居２２６３,-,2026/05/22,1500,3.95,東海道本線 新居町 徒歩21分,1256.0,所有権,60,-,1種中高,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)アライブ 企画営業部,053-476-7112,34.6830347,137.567591
791,売地,湖西市新居町新居29番,-,2026/06/02,2100,6.87,東海道本線 新居町 徒歩12分,1011.0,所有権,60,-,2種中高,-,-,-,-,-,-,一般,-,-,転載可,相談,サチ不動産,053-576-3540,34.6892491,137.573973
792,売地,湖西市新居町新居,-,2026/05/24,3000,19.45,東海道本線 新居町 徒歩9分,510.11,所有権,80,-,近隣商業,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)吉田不動産,053-592-3131,34.6892491,137.573973
793,売地,湖西市新居町新居,-,2026/05/24,3582,6.5,東海道本線 新居町 徒歩17分,1822.0,所有権,60,-,1種中高,-,-,-,-,-,-,媒介,-,-,転載不可,相談,(株)吉田不動産,053-592-3131,34.6892491,137.573973
794,売地,湖西市新居町中之郷1942番1940番1943番2、1944番3,-,2026/06/03,500,2.96,-,559.09,所有権,50,-,-,-,-,-,-,-,-,一般,-,-,転載可,現況渡し,サチ不動産,053-576-3540,34.7001616,137.5511197
795,売地,湖西市新居町中之郷523番1、523番2、524番、540番,-,2026/06/03,500,0.41,東海道本線 新居町 徒歩32分,4127.0,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載可,現況渡し,サチ不動産,053-576-3540,34.7041296,137.5619241
796,売地,湖西市新居町中之郷３６２０－１,-,2026/05/26,1440,13.91,東海道本線 新居町 徒歩16分,342.3,所有権,60,-,1種中高,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,遠州鉄道(株) 湖西店,053-574-2881,34.6987438,137.5617993
797,売地,"湖西市新居町中之郷227-7,227-9,227-8,227-10,227-6",-,2026/05/08,7580,7.12,東海道本線 新居町 徒歩20分,3521.06,所有権,60,-,1種中高,-,-,-,-,-,-,売主,-,-,要確認,現況渡し,中村土建(株) 不動産部,053-576-2202,34.7011056,137.5618685
798,売地,湖西市新居町浜名761番,-,2026/05/07,1200,11.33,東海道本線 新居町 徒歩20分,350.41,所有権,60,-,2種住居,-,-,-,-,-,-,専任,-,-,要確認,現況渡し,坂口不動産事務所,053-437-3154,34.6898937,137.5624355
799,売地,磐田市新島1071,-,2026/04/25,11335500,9.97,バス停 千手堂（浜松バス） 停歩12分,447.83,所有権,50,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(株)豊和不動産,0538-35-2121,34.6930736,137.8337858
800,売地,磐田市大原978-2,-,2026/06/02,880,5.27,東海道本線 磐田 徒歩29分,552.08,所有権,50,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)アランアール,053-488-5590,34.7006327,137.8703143
801,売地,磐田市大原,-,2026/04/20,900,7.97,-,373.73,所有権,50,-,-,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)日成,0538-23-2850,34.6943552,137.8649622
802,売地,磐田市大原,-,2026/06/01,2,-,-,539.0,所有権,50,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.6943552,137.8649622
803,売地,磐田市大原１４１３－１,-,2026/05/19,998800,6.02,バス停 中大原 停歩1分,539.0,所有権,50,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,遠州鉄道(株) 磐田店,0538-31-7070,34.6981215,137.866255
804,売地,磐田市大原808,-,2026/05/26,15000,7.89,東海道本線 磐田 徒歩23分,6290.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)エイチ・アイ・プランニング,054-266-3178,34.7011585,137.8642847
805,売地,磐田市城之崎３丁目1番2,-,2026/06/03,3735,25,東海道本線 磐田 徒歩28分,494.0,所有権,60,-,1種低層,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)木内不動産,0538-33-9030,34.7192149,137.8665064
806,売地,磐田市国府台397-1,-,2026/04/07,3980,26.43,東海道本線 磐田 徒歩30分,497.83,所有権,60,-,2種中高,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)Paddle,053-482-7733,34.7253873,137.8406132
807,売地,磐田市小島２７６－８,-,2026/05/14,993300,8.99,バス停 長野小学校 停歩4分,342.25,所有権,30,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,遠州鉄道(株) 磐田店,0538-31-7070,34.6840666,137.8336407
808,売地,磐田市小島212-1,-,2026/05/21,11228800,7.57,バス停 小島北 停歩14分,559.49,所有権,50,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,Ulu・コンサルティング(株),053-523-8188,34.6857293,137.8337902
809,売地,磐田市匂坂上645-1,-,2026/05/12,881100,1.58,バス停 火ノ見停 停歩9分,1701.87,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)飯田組,053-432-4060,34.7707013,137.8263874
810,売地,磐田市匂坂中1044,-,2026/05/21,1500,4.81,-,1031.0,所有権,50,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,ミナミ不動産,0538-86-5613,34.76168140000001,137.8303825
811,売地,磐田市匂坂中808－1、808－2,-,2026/04/27,22990055,12,バス停 匂坂中村 停歩1分,800.36,所有権,50,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)アセットクローバー,053-476-6001,34.76168140000001,137.8303825
812,売地,磐田市下大之郷328-3,-,2026/05/11,770000,5.24,バス停 上大之郷下 停歩5分,441.69,所有権,50,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(有)遠州拓地,0538-32-2440,34.6864523,137.8552567
813,売地,磐田市寺谷２５１－２他,-,2026/05/06,11110077,5.07,バス停 寺谷上バス停 停歩2分,722.0,所有権,50,-,-,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,とよおか不動産,0539-62-5628,34.7798884,137.8303825
814,売地,磐田市中泉,-,2026/05/07,2500,17.05,東海道本線 磐田 徒歩9分,484.73,所有権,80,-,近隣商業,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,積水ハウス不動産(株) 浜松営業所,053-456-2103,34.7108583,137.8501395
815,売地,磐田市中泉2396,-,2026/04/28,2500,17.05,東海道本線 磐田 徒歩9分,484.73,所有権,80,-,近隣商業,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(株)豊和不動産,0538-35-2121,34.7130125,137.846637
816,売地,磐田市中泉坂上町２３９６,-,2026/06/01,2500,17.05,東海道本線 磐田 徒歩9分,484.73,所有権,80,-,近隣商業,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,遠州鉄道(株) 磐田店,0538-31-7070,34.7149716,137.8471908
817,売地,磐田市長須賀213-1、214-2,-,2026/06/02,700,5.26,-,13.38,所有権,50,-,-,-,-,-,-,-,-,専任,-,-,転載不可,-,(株)日成,0538-23-2850,34.6979556,137.8320198
818,売地,磐田市長須賀１４０－１,-,2026/05/18,800,7.6,東海道本線 豊田町 徒歩25分,348.19,所有権,60,-,取引態様,-,-,-,-,-,-,専任,-,-,要確認,相談,アルファ,053-584-5388,34.7179085,137.8515047
819,売地,磐田市西島389-1,-,2026/05/16,2000,6.11,東海道本線 御厨 徒歩32分,1082.89,所有権,50,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,(株)橘不動産,053-401-3303,34.739878,137.8951155
820,売地,磐田市二之宮491-1,-,2026/05/23,30,7.3,-,901.9,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,しずなび(株) 浜松駅南店,053-453-3731,34.7063593,137.8585788
821,売地,磐田市東新屋333,-,2026/03/25,1500,7.46,東海道本線 御厨 徒歩35分,664.98,所有権,50,-,無指定,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,三愛土地開発(有),0538-43-4126,34.6982977,137.8894633
822,売地,磐田市一言,-,2026/05/11,998800,6.76,バス停 磐田西高 停歩12分,479.63,所有権,60,-,2種中高,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,あららぎ不動産(株),053-464-5557,34.7273512,137.835321
823,売地,磐田市一言2896-1,-,2026/03/27,74,6.74,バス停 停歩7分,480.98,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,アースデイ不動産,053-441-2103,34.7221677,137.8395416
824,売地,磐田市一言,-,2026/03/27,1400,13.56,東海道本線 磐田 徒歩26分,341.45,所有権,60,-,2種中高,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(株)不動産Labo.,0538-33-6118,34.7273512,137.835321
825,売地,磐田市一言,-,2026/05/25,3500,22.32,東海道本線 磐田 徒歩35分,518.41,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,浜松損害保険サービス(株),053-459-4180,34.7273512,137.835321
826,売地,磐田市藤上原846-2,-,2026/04/27,16,-,-,349.8,所有権,50,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)ill企画,053-544-6868,34.7979469,137.855797
827,売地,磐田市藤上原361-1,-,2026/05/01,11220000,0.32,バス停 遠鉄バス 二階家停 停歩34分,12411.0,所有権,-,-,無指定,-,-,-,-,-,-,専属専任,-,-,転載不可,現況渡し,(有)祥行開発,053-596-1811,34.7898412,137.8509743
828,売地,磐田市藤上原30-3,-,2026/05/29,22114400,9.98,-,708.99,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,要確認,更地渡し,(株)ニットーホーム,053-443-2100,34.7875771,137.8445147
829,売地,磐田市三ケ野1229-2,-,2026/05/21,66,0.23,東海道本線 御厨 徒歩33分,989.47,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,更地渡し,富士ヶ丘サービス(株),0538-31-3308,34.7369185,137.8850121
830,売地,磐田市三ケ野547,-,2026/05/08,550,2.8,東海道本線 御厨 徒歩33分,651.0,所有権,30,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,更地渡し,富士ヶ丘サービス(株),0538-31-3308,34.7350503,137.8884397
831,売地,磐田市見付４７７０－３,-,2026/05/30,700,12.15,東海道本線 磐田 徒歩39分,408.0,所有権,60,-,1種住居,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,遠州鉄道(株) 磐田店,0538-31-7070,34.7321161,137.858685
832,売地,磐田市見付3876-11,-,2026/03/13,1480,10.48,東海道本線 磐田 徒歩4 0分,467.0,所有権,50,-,1種低層,-,-,-,-,-,-,売主,-,-,要確認,現況渡し,(株)不動産Labo.,0538-33-6118,34.7327871,137.8519727
833,売地,磐田市見付4771-18,-,2026/05/08,2210,16.05,-,455.38,所有権,40,-,1種低層,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,こみき不動産,053-421-5521,34.7373671,137.8527469
834,売地,磐田市見付地脇町1579番8、外,-,2026/05/06,2500,17.22,-,97.0,所有権,60,-,1種中高,-,-,-,-,-,-,一般,-,-,転載不可,-,センチュリー21中央不動産磐田店,0538-39-0500,34.7279258,137.859914
835,売地,磐田市向笠竹之内424-1,-,2026/05/13,225500,1.45,-,573.47,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)にわとり不動産,053-569-1122,34.7623189,137.8748462
836,売地,磐田市向笠竹之内,-,2026/04/28,991100,3.03,バス停 向笠 停歩5分,995.0,所有権,-,-,-,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,カワイ不動産(有),053-464-8873,34.7623189,137.8748462
837,売地,磐田市五十子１００,-,2026/05/09,775500,2.85,バス停 中島東（静岡県） 停歩14分,872.0,所有権,50,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,遠州鉄道(株) 磐田店,0538-31-7070,34.690811,137.8762464
838,売地,磐田市池田746-2,-,2026/05/28,11225522,12,-,345.0,所有権,60,-,2種中高,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,FP・マンション管理士事務所 あんず,053-545-6500,34.73627250000001,137.814492
839,売地,"磐田市池田967-1,945-1",-,2026/05/26,49,11.49,-,483.61,所有権,60,-,2種中高,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,しずなび(株) 浜松駅南店,053-453-3731,34.7329914,137.8160045
840,売地,磐田市海老島,-,2026/05/25,14,6.14,-,372.0,所有権,30,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ 高林支店,053-472-5656,34.6769984,137.8266788
841,売地,磐田市海老島,-,2026/05/22,669900,6.14,-,372.0,所有権,30,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,(株)アーガス,0537-21-7777,34.6769984,137.8266788
842,売地,磐田市海老島,-,2026/05/07,908,8,-,375.21,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)AFCスマイルプラス Smife浜松東店,053-423-4690,34.6769984,137.8266788
843,売地,磐田市岡1009-1,-,2026/03/14,11110000,8.24,バス停 遠鉄バス「駒場バス停」 停歩3分,441.49,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(有)弥生不動産,053-587-0030,34.6721446,137.8147865
844,売地,磐田市掛塚,-,2026/05/18,880,6.34,東海道本線 豊田町 徒歩8 8分,459.03,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,浜松損害保険サービス(株),053-459-4180,34.6650536,137.7958252
845,売地,磐田市上神増649番1,-,2026/06/01,509,5,徒歩29分,337.0,所有権,50,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)カワイ ICOI不動産事業部,0539-62-9200,34.8225815,137.8451996
846,売地,磐田市上神増1747-1、1748-1の一部,-,2026/05/23,10,-,-,400.0,所有権,30,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,しずなび(株) 浜松駅南店,053-453-3731,34.8225815,137.8451996
847,売地,磐田市上神増,-,2026/05/19,11007700,10.23,-,346.0,所有権,50,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,相談,(株)アーガス,0537-21-7777,34.8225815,137.8451996
848,売地,磐田市上神増853-1、853-3,-,2026/05/28,11110000,9.43,バス停 慈眼寺入口 停歩3分,385.94,所有権,50,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,豊田肥料(株),0538-42-4114,34.8184338,137.8476131
849,売地,磐田市上神増707番3、699番6,-,2026/06/01,1300,7.38,徒歩33分,582.88,所有権,50,-,-,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)カワイ ICOI不動産事業部,0539-62-9200,34.81878260000001,137.8479627
850,売地,磐田市上神増２１１１－１,-,2026/03/25,1700,9.66,-,581.85,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,アート地建(株),053-528-7605,34.825765,137.8444992
851,売地,磐田市上神増,-,2026/05/19,22117700,10.36,-,692.71,所有権,50,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,相談,(株)アーガス,0537-21-7777,34.8225815,137.8451996
852,売地,磐田市上野部1237番12,-,2026/05/18,300,2.86,-,346.86,所有権,50,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,相談,(株)アエル,0538-39-3223,34.8457615,137.8336559
853,売地,磐田市上野部1530番9の一部、1530番17の一部,-,2026/06/01,551,4.5,徒歩13分,404.83,所有権,50,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)カワイ ICOI不動産事業部,0539-62-9200,34.837209,137.8330843
854,売地,磐田市上野部1819番1,-,2026/06/01,575,4.89,徒歩8分,389.0,所有権,50,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)カワイ ICOI不動産事業部,0539-62-9200,34.8490056,137.8377905
855,売地,磐田市上野部579番1、579番2、2695番1,-,2026/06/01,850,7.37,徒歩2分,381.75,所有権,50,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(株)カワイ ICOI不動産事業部,0539-62-9200,34.8490056,137.8377905
856,売地,磐田市上野部1494-71、505-11,-,2026/04/16,5800,6.18,徒歩16分,3103.71,所有権,60,-,無指定,-,-,-,-,-,-,専属専任,-,-,転載不可,現況渡し,(株)トコー不動産,0538-55-2840,34.8415592,137.8321718
857,売地,磐田市上万能450-1,-,2026/03/29,1700,7.93,東海道本線 豊田町 徒歩24分,708.77,所有権,50,-,無指定,-,-,-,-,-,-,売主,-,-,転載可,建築条件付,(株)フォーラムプランニング,0538-32-7741,34.7252828,137.8260328
858,売地,磐田市加茂773-3,-,2026/05/11,12,-,-,370.16,所有権,50,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)ill企画,053-544-6868,34.7318707,137.828753
859,売地,磐田市川袋328-1,-,2026/05/12,1,-,-,633.94,所有権,-,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)丸久不動産,053-543-9000,34.6837811,137.7996606
860,売地,磐田市敷地字矢口下254番1,-,2026/05/27,300,1.59,徒歩6分,623.96,所有権,-,-,-,-,-,-,-,-,-,売主,-,-,転載不可,更地渡し,(株)リサイクルクリーン 天竜不動産,053-926-2511,34.8264155,137.8649622
861,売地,磐田市敷地657番5、654番1 外11筆,-,2026/06/01,1030,0.78,徒歩11分,4402.01,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,(株)カワイ ICOI不動産事業部,0539-62-9200,34.8327679,137.8618199
862,売地,磐田市下野部383-1,-,2026/05/12,137,1.01,徒歩12分,456.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,アイエス宅建,053-434-6810,34.8495222,137.8550799
863,売地,磐田市下野部1215-3,-,2026/05/12,117777,1,バス停 大楽寺入口 停歩7分,586.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,アイエス宅建,053-434-6810,34.8495222,137.8550799
864,売地,磐田市下野部377-2,-,2026/05/12,210,1,徒歩12分,697.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,アイエス宅建,053-434-6810,34.8495222,137.8550799
865,売地,磐田市下太,-,2026/05/23,92,7.92,-,827.0,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,要確認,更地渡し,(株)マストレ,053-448-5656,34.6863144,137.8742284
866,売地,磐田市白羽236-4,-,2026/05/25,44,6.29,-,342.0,所有権,60,-,2種中高,-,-,-,-,-,-,専任,-,-,転載可,更地渡し,(株)不動産Labo.,0538-33-6118,34.6727428,137.8015048
867,売地,磐田市白羽,-,2026/04/17,11998800,6.66,バス停 竜洋西小学校 停歩4分,983.47,所有権,60,-,2種中高,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,あららぎ不動産(株),053-464-5557,34.6724417,137.8038454
868,売地,磐田市新開143番4 外4筆,-,2026/06/01,900,6.07,徒歩4分,490.3,所有権,50,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,(株)カワイ ICOI不動産事業部,0539-62-9200,34.8371829,137.8396071
869,売地,磐田市新開422番1、424番1,-,2026/06/01,1151,8.39,徒歩7分,454.03,所有権,50,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)カワイ ICOI不動産事業部,0539-62-9200,34.8356621,137.8433376
870,売地,磐田市清庵新田120,-,2026/05/19,600,2.03,-,980.8,所有権,-,-,-,-,-,-,-,-,-,売主,-,-,転載可,現況渡し,(株)太陽堂,053-443-8857,34.6706504,137.8541246
871,売地,磐田市高木832-9,-,2026/04/27,9800,12.92,東海道本線 豊田町 徒歩21分,2507.76,所有権,-,-,-,-,-,-,-,-,-,専属専任,-,-,転載不可,現況渡し,(株)Earnest,053-544-7344,34.6999577,137.8168228
872,売地,磐田市飛平松65-1,-,2026/06/03,980,7.44,東海道本線 豊田町 徒歩71分,435.68,所有権,50,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,(株)木内不動産,0538-33-9030,34.6708261,137.8295677
873,売地,磐田市富丘,-,2026/05/12,1200,6.49,東海道本線 磐田 徒歩37分,612.0,所有権,50,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,浜松損害保険サービス(株),053-459-4180,34.7356614,137.8414949
874,売地,磐田市富丘816,-,2026/04/28,44221188,14.01,バス停 遠鉄バス「宝新道」停 停歩2分,995.89,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載可,更地渡し,(株)ヤマセ不動産,053-474-2188,34.7365549,137.8450142
875,売地,磐田市豊岡984-3 1004-1,-,2026/05/01,5577,0.45,バス停 竜洋変電所北 停歩15分,424.0,所有権,-,-,-,-,-,-,-,-,-,専属専任,-,-,転載不可,現況渡し,(有)祥行開発,053-596-1811,34.6857988,137.8044624
876,売地,磐田市豊岡6812-2,-,2026/03/22,88,9.88,-,435.2,所有権,60,-,1種住居,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)アース,054-270-3303,34.67637560000001,137.8156753
877,売地,磐田市豊岡6816-3,-,2026/05/20,1460,8,東海道本線 豊田町 徒歩59分,603.59,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,浜松損害保険サービス(株),053-459-4180,34.676986,137.8153214
878,売地,磐田市豊岡,-,2026/04/13,11448800,11.53,バス停 竜洋支所 停歩2分,424.54,所有権,60,-,1種住居,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,あららぎ不動産(株),053-464-5557,34.6857988,137.8044624
879,売地,磐田市豊岡6812-2,-,2026/04/04,1600,12.16,-,435.2,所有権,60,-,1種住居,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,しずなび(株) 浜松東店,053-467-6700,34.67637560000001,137.8156753
880,売地,磐田市豊岡5002-1の一部、5002-2、6771,-,2026/04/18,1750,9.02,東海道本線 豊田町 徒歩6 3分,641.48,所有権,60,-,1種住居,-,-,-,-,-,-,媒介,-,-,転載可,更地渡し,RBS(有),053-443-8578,34.6759133,137.8135592
881,売地,磐田市豊岡西堀1009,-,2026/05/19,115522,0.81,バス停 竜洋変電所北 停歩15分,627.0,所有権,-,-,無指定,-,-,-,-,-,-,専属専任,-,-,転載不可,現況渡し,(有)祥行開発,053-596-1811,34.6966624,137.8031046
882,売地,磐田市豊岡西堀1037 1041,-,2026/05/01,224433,0.5,バス停 竜洋変電所北 停歩15分,1609.0,所有権,-,-,-,-,-,-,-,-,-,専属専任,-,-,転載不可,現況渡し,(有)祥行開発,053-596-1811,34.6966624,137.8031046
883,売地,磐田市豊岡西堀1012番 外2筆,-,2026/03/24,441155,1,バス停 竜洋変電所北停 停歩15分,1373.0,所有権,-,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,相談,(有)祥行開発,053-596-1811,34.6966624,137.8031046
884,売地,磐田市豊岡西堀946番外3筆,-,2026/03/23,445522,0.55,バス停 竜洋変電所北停 停歩15分,2718.0,所有権,-,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(有)祥行開発,053-596-1811,34.6966624,137.8031046
885,売地,磐田市豊岡西堀891番1の内,-,2026/05/25,666666,5.19,バス停 竜洋変電所北停 停歩15分,425.0,所有権,60,-,無指定,-,-,-,-,-,-,専属専任,-,-,転載不可,更地渡し,(有)祥行開発,053-596-1811,34.6857988,137.8044624
